transaction_id,timestamp,sender_account,receiver_account,amount,transaction_type,merchant_category,location,device_used,is_fraud
tx_000049,2026-01-18 14:47:58.123794,sender_0049,receiver_0049,136.14,transfer,retail,San Diego,mobile,0
tx_000050,2026-01-02 10:35:37.123794,sender_0050,receiver_0050,95.11,transfer,gas,San Antonio,mobile,0
tx_000051,2026-01-22 18:47:34.123794,sender_0051,receiver_0051,19.26,transfer,grocery,Chicago,web,0
tx_000052,2026-01-04 14:54:57.123794,sender_0052,receiver_0052,94.7,payment,gas,LA,pos,0
tx_000053,2026-01-10 22:53:00.123794,sender_0053,receiver_0053,8.57,transfer,retail,San Diego,atm,0
tx_000054,2026-01-12 00:48:51.123794,sender_0054,receiver_0054,12.18,payment,online,Philadelphia,pos,0
tx_000055,2026-01-27 03:47:51.123794,sender_0055,receiver_0055,38.25,payment,online,LA,pos,0
tx_000056,2026-01-08 15:32:34.123794,sender_0056,receiver_0056,61.46,transfer,restaurant,Chicago,web,0
tx_000057,2026-01-23 07:21:57.123794,sender_0057,receiver_0057,34.62,transfer,retail,San Diego,web,0
tx_000058,2026-01-31 06:04:38.123794,sender_0058,receiver_0058,104.55,payment,online,San Diego,web,0
tx_000059,2026-01-22 04:16:44.123794,sender_0059,receiver_0059,97.78,payment,online,Philadelphia,mobile,0
tx_000060,2026-01-25 10:39:04.123794,sender_0060,receiver_0060,541.34,deposit,entertainment,San Antonio,web,0
tx_000061,2026-01-10 23:31:18.123794,sender_0061,receiver_0061,47.33,transfer,restaurant,NYC,web,0
tx_000062,2026-01-19 02:38:58.123794,sender_0062,receiver_0062,327.62,transfer,online,Phoenix,web,0
tx_000063,2026-01-28 08:03:22.123794,sender_0063,receiver_0063,217.26,transfer,retail,Philadelphia,web,0
tx_000064,2026-01-17 10:28:24.123794,sender_0064,receiver_0064,1704.4,payment,online,NYC,mobile,0
tx_000065,2026-01-15 18:39:54.123794,sender_0065,receiver_0065,45.11,payment,online,San Diego,web,0
tx_000066,2026-01-04 19:10:25.123794,sender_0066,receiver_0066,29.06,withdrawal,grocery,San Diego,mobile,0
tx_000067,2026-01-25 21:44:54.123794,sender_0067,receiver_0067,360.16,payment,online,LA,mobile,0
tx_000068,2026-01-28 06:23:44.123794,sender_0068,receiver_0068,97.33,transfer,restaurant,San Diego,web,0
tx_000069,2026-01-03 22:19:18.123794,sender_0069,receiver_0069,373.34,payment,grocery,Philadelphia,mobile,0
tx_000070,2026-01-16 08:55:30.123794,sender_0070,receiver_0070,160.0,deposit,retail,Phoenix,pos,0
tx_000071,2026-01-13 18:26:26.123794,sender_0071,receiver_0071,2.32,transfer,gas,San Diego,mobile,0
tx_000072,2026-01-19 23:46:27.123794,sender_0072,receiver_0072,96.01,payment,restaurant,LA,web,0
tx_000073,2026-01-31 13:43:40.123794,sender_0073,receiver_0073,87.08,deposit,online,San Antonio,web,0
tx_000074,2026-01-08 02:31:14.123794,sender_0074,receiver_0074,142.66910206053134,withdrawal,restaurant,LA,mobile,1
tx_000075,2026-01-17 21:08:16.123794,sender_0075,receiver_0075,44.77,withdrawal,grocery,San Antonio,mobile,0
tx_000076,2026-01-16 20:02:05.123794,sender_0076,receiver_0076,5.01,transfer,restaurant,Chicago,web,0
tx_000077,2026-01-13 07:28:02.123794,sender_0077,receiver_0077,202.61,payment,grocery,NYC,mobile,0
tx_000078,2026-01-08 03:44:28.123794,sender_0078,receiver_0078,289.9193170689365,transfer,grocery,Chicago,mobile,1
tx_000079,2026-01-01 22:07:16.123794,sender_0079,receiver_0079,285.13,payment,grocery,LA,web,0
tx_000080,2026-01-14 01:41:05.123794,sender_0080,receiver_0080,5.43,transfer,grocery,NYC,mobile,0
tx_000081,2026-01-16 23:08:14.123794,sender_0081,receiver_0081,116.83,withdrawal,gas,NYC,web,0
tx_000082,2026-01-22 02:40:29.123794,sender_0082,receiver_0082,38.4,withdrawal,restaurant,San Antonio,atm,0
tx_000083,2026-01-30 22:17:36.123794,sender_0083,receiver_0083,67.74,payment,retail,San Diego,mobile,0
tx_000084,2026-01-16 12:39:09.123794,sender_0084,receiver_0084,39.07,transfer,restaurant,San Diego,mobile,0
tx_000085,2026-01-20 00:08:17.123794,sender_0085,receiver_0085,486.6591616333336,transfer,online,San Diego,mobile,1
tx_000086,2026-01-23 11:36:51.123794,sender_0086,receiver_0086,42.76,withdrawal,restaurant,San Diego,web,0
tx_000087,2026-01-12 23:32:01.123794,sender_0087,receiver_0087,11.27,payment,online,NYC,mobile,0
tx_000088,2026-01-18 03:37:41.123794,sender_0088,receiver_0088,62.16,withdrawal,online,San Antonio,mobile,0
tx_000089,2026-01-02 05:16:13.123794,sender_0089,receiver_0089,39.6,transfer,restaurant,San Antonio,mobile,0
tx_000090,2026-01-29 10:20:59.123794,sender_0090,receiver_0090,48.18,payment,grocery,NYC,mobile,0
tx_000091,2026-01-28 23:44:13.123794,sender_0091,receiver_0091,0.46,withdrawal,gas,Philadelphia,web,0
tx_000092,2026-01-19 01:32:53.123794,sender_0092,receiver_0092,152.01,payment,online,Chicago,mobile,0
tx_000093,2026-01-25 04:33:52.123794,sender_0093,receiver_0093,34.06,payment,restaurant,San Diego,mobile,0
tx_000094,2026-01-27 11:21:48.123794,sender_0094,receiver_0094,7.23,withdrawal,retail,Philadelphia,mobile,0
tx_000095,2026-01-21 22:21:55.123794,sender_0095,receiver_0095,217.86,transfer,gas,San Diego,mobile,0
tx_000096,2026-01-03 05:31:59.123794,sender_0096,receiver_0096,141.82,transfer,grocery,NYC,mobile,0
tx_000097,2026-01-31 11:44:55.123794,sender_0097,receiver_0097,33.42,payment,online,NYC,mobile,0
tx_000098,2026-01-21 18:11:24.123794,sender_0098,receiver_0098,9.7,transfer,retail,San Diego,mobile,0
tx_000099,2026-01-26 02:05:27.123794,sender_0099,receiver_0099,71.31,withdrawal,restaurant,NYC,atm,0
tx_000100,2026-01-08 10:28:55.123794,sender_0100,receiver_0100,65.67,withdrawal,online,Chicago,mobile,0
tx_000101,2026-01-26 01:43:27.123794,sender_0101,receiver_0101,218.44,withdrawal,gas,Phoenix,atm,0
tx_000102,2026-01-27 11:36:14.123794,sender_0102,receiver_0102,28.06,payment,online,San Diego,mobile,0
tx_000103,2026-01-04 23:56:27.123794,sender_0103,receiver_0103,327.79,transfer,online,LA,web,0
tx_000104,2026-01-22 23:43:09.123794,sender_0104,receiver_0104,24.28,transfer,retail,NYC,mobile,0
tx_000105,2026-01-14 03:25:00.123794,sender_0105,receiver_0105,7.25,withdrawal,grocery,Houston,pos,0
tx_000106,2026-01-13 04:21:36.123794,sender_0106,receiver_0106,9.99,transfer,restaurant,Houston,atm,0
tx_000107,2026-01-05 17:14:28.123794,sender_0107,receiver_0107,49.72,payment,online,LA,mobile,0
tx_000108,2026-01-23 07:10:19.123794,sender_0108,receiver_0108,49.49,withdrawal,grocery,San Diego,mobile,0
tx_000109,2026-01-07 07:39:19.123794,sender_0109,receiver_0109,89.28,transfer,online,San Antonio,web,0
tx_000110,2026-01-25 09:18:40.123794,sender_0110,receiver_0110,47.68,transfer,restaurant,San Diego,pos,0
tx_000111,2026-01-16 22:47:54.123794,sender_0111,receiver_0111,236.51,payment,gas,NYC,mobile,0
tx_000112,2026-01-26 05:01:19.123794,sender_0112,receiver_0112,36.91,withdrawal,retail,Philadelphia,web,0
tx_000113,2026-01-28 06:13:25.123794,sender_0113,receiver_0113,2.73,transfer,gas,San Diego,mobile,0
tx_000114,2026-01-07 08:07:03.123794,sender_0114,receiver_0114,45.53,deposit,entertainment,Phoenix,mobile,0
tx_000115,2026-01-24 04:50:49.123794,sender_0115,receiver_0115,2.69,payment,retail,NYC,mobile,0
tx_000116,2026-01-03 06:19:31.123794,sender_0116,receiver_0116,82.03,deposit,online,San Diego,mobile,0
tx_000117,2026-01-19 06:11:30.123794,sender_0117,receiver_0117,266.61,transfer,grocery,Houston,mobile,0
tx_000118,2026-01-15 14:55:03.123794,sender_0118,receiver_0118,12.44,transfer,retail,San Diego,mobile,0
tx_000119,2026-01-03 18:47:33.123794,sender_0119,receiver_0119,458.44,withdrawal,online,NYC,web,0
tx_000120,2026-01-04 03:06:49.123794,sender_0120,receiver_0120,193.3,withdrawal,gas,Philadelphia,web,0
tx_000121,2026-01-24 11:42:59.123794,sender_0121,receiver_0121,333.53,payment,restaurant,San Diego,mobile,0
tx_000122,2026-01-12 00:56:50.123794,sender_0122,receiver_0122,72.56,withdrawal,gas,Houston,pos,0
tx_000123,2026-01-21 06:21:19.123794,sender_0123,receiver_0123,12.32,withdrawal,entertainment,LA,mobile,0
tx_000124,2026-01-15 04:02:21.123794,sender_0124,receiver_0124,176.13,transfer,retail,NYC,mobile,0
tx_000125,2026-01-28 11:01:50.123794,sender_0125,receiver_0125,21.39,payment,retail,LA,atm,0
tx_000126,2026-01-03 01:39:58.123794,sender_0126,receiver_0126,65.16,withdrawal,online,Chicago,atm,0
tx_000127,2026-01-24 23:51:45.123794,sender_0127,receiver_0127,42.22,transfer,restaurant,Philadelphia,pos,0
tx_000128,2026-01-28 20:39:19.123794,sender_0128,receiver_0128,295.02,transfer,gas,NYC,mobile,0
tx_000129,2026-01-10 13:26:27.123794,sender_0129,receiver_0129,163.28,withdrawal,gas,NYC,mobile,0
tx_000130,2026-01-14 08:49:40.123794,sender_0130,receiver_0130,48.38,transfer,grocery,Chicago,web,0
tx_000131,2026-01-11 18:32:40.123794,sender_0131,receiver_0131,2.92,transfer,restaurant,Chicago,mobile,0
tx_000132,2026-01-18 13:12:02.123794,sender_0132,receiver_0132,21.06,deposit,retail,Phoenix,mobile,0
tx_000133,2026-01-15 00:20:43.123794,sender_0133,receiver_0133,157.01,payment,entertainment,Philadelphia,web,0
tx_000134,2026-01-12 22:05:37.123794,sender_0134,receiver_0134,83.11,withdrawal,gas,San Diego,mobile,0
tx_000135,2026-01-15 16:44:24.123794,sender_0135,receiver_0135,5.73,withdrawal,online,LA,mobile,0
tx_000136,2026-01-25 01:18:09.123794,sender_0136,receiver_0136,3.63,transfer,online,Houston,mobile,0
tx_000137,2026-01-13 05:13:47.123794,sender_0137,receiver_0137,73.21,transfer,restaurant,Chicago,mobile,0
tx_000138,2026-01-23 23:20:23.123794,sender_0138,receiver_0138,11.18,transfer,online,NYC,mobile,0
tx_000139,2026-01-06 01:12:58.123794,sender_0139,receiver_0139,12.92,transfer,restaurant,Phoenix,web,0
tx_000140,2026-01-30 23:37:36.123794,sender_0140,receiver_0140,532.4934560642629,payment,retail,San Diego,mobile,1
tx_000141,2026-01-02 03:46:14.123794,sender_0141,receiver_0141,331.41,payment,online,NYC,pos,0
tx_000142,2026-01-18 02:05:34.123794,sender_0142,receiver_0142,17.71,payment,online,NYC,mobile,0
tx_000143,2026-01-26 15:59:45.123794,sender_0143,receiver_0143,51.05,transfer,gas,Philadelphia,pos,0
tx_000144,2026-01-31 02:03:57.123794,sender_0144,receiver_0144,200.67430345993074,transfer,grocery,Philadelphia,mobile,1
tx_000145,2026-01-02 22:05:45.123794,sender_0145,receiver_0145,42.68,payment,restaurant,Chicago,mobile,0
tx_000146,2026-01-19 21:19:06.123794,sender_0146,receiver_0146,58.03,payment,online,Philadelphia,mobile,0
tx_000147,2026-01-25 12:11:12.123794,sender_0147,receiver_0147,169.82,transfer,retail,San Diego,mobile,0
tx_000148,2026-01-03 23:17:04.123794,sender_0148,receiver_0148,19.87,payment,restaurant,LA,web,0
tx_000149,2026-01-26 05:24:40.123794,sender_0149,receiver_0149,5.54,transfer,online,LA,mobile,0
tx_000150,2026-01-24 21:43:30.123794,sender_0150,receiver_0150,688.84,transfer,restaurant,NYC,web,0
tx_000151,2026-01-15 13:24:31.123794,sender_0151,receiver_0151,279.82,withdrawal,gas,Philadelphia,mobile,0
tx_000152,2026-01-07 22:18:44.123794,sender_0152,receiver_0152,10.43,transfer,online,Chicago,web,0
tx_000153,2026-01-02 12:42:35.123794,sender_0153,receiver_0153,66.92,payment,online,San Diego,web,0
tx_000154,2026-01-30 15:47:44.123794,sender_0154,receiver_0154,248.65,transfer,gas,Philadelphia,mobile,0
tx_000155,2026-01-30 09:46:42.123794,sender_0155,receiver_0155,167.93,transfer,gas,Chicago,atm,0
tx_000156,2026-01-21 08:13:49.123794,sender_0156,receiver_0156,109.18,transfer,restaurant,NYC,atm,0
tx_000157,2026-01-13 01:05:35.123794,sender_0157,receiver_0157,42.29,deposit,grocery,Phoenix,pos,0
tx_000158,2026-01-19 01:12:34.123794,sender_0158,receiver_0158,728.48,payment,retail,LA,mobile,0
tx_000159,2026-01-27 12:29:49.123794,sender_0159,receiver_0159,76.04,deposit,online,San Diego,atm,0
tx_000160,2026-01-03 03:12:17.123794,sender_0160,receiver_0160,25.22,payment,grocery,Chicago,pos,0
tx_000161,2026-01-20 11:51:09.123794,sender_0161,receiver_0161,201.67,payment,grocery,LA,web,0
tx_000162,2026-01-06 07:31:19.123794,sender_0162,receiver_0162,63.06,transfer,entertainment,Phoenix,web,0
tx_000163,2026-01-07 10:17:15.123794,sender_0163,receiver_0163,92.27,transfer,online,NYC,pos,0
tx_000164,2026-01-31 03:33:30.123794,sender_0164,receiver_0164,74.05,transfer,online,Houston,pos,0
tx_000165,2026-01-01 21:45:48.123794,sender_0165,receiver_0165,115.03,transfer,grocery,NYC,web,0
tx_000166,2026-01-22 11:19:41.123794,sender_0166,receiver_0166,12.58,payment,retail,Phoenix,mobile,0
tx_000167,2026-01-24 06:28:18.123794,sender_0167,receiver_0167,6.19,transfer,restaurant,Houston,atm,0
tx_000168,2026-01-22 22:25:45.123794,sender_0168,receiver_0168,469.28,transfer,online,Houston,mobile,0
tx_000169,2026-01-04 07:09:25.123794,sender_0169,receiver_0169,79.39,transfer,entertainment,Philadelphia,mobile,0
tx_000170,2026-01-27 20:16:19.123794,sender_0170,receiver_0170,173.52,payment,grocery,NYC,pos,0
tx_000171,2026-01-17 16:10:39.123794,sender_0171,receiver_0171,3.9,payment,restaurant,Chicago,atm,0
tx_000172,2026-01-02 08:37:56.123794,sender_0172,receiver_0172,270.43,withdrawal,grocery,Chicago,pos,0
tx_000173,2026-01-13 09:08:52.123794,sender_0173,receiver_0173,24.97,transfer,restaurant,Chicago,web,0
tx_000174,2026-01-25 18:04:12.123794,sender_0174,receiver_0174,16.29,transfer,gas,San Diego,mobile,0
tx_000175,2026-01-27 07:06:32.123794,sender_0175,receiver_0175,49.65,transfer,retail,NYC,pos,0
tx_000176,2026-01-18 23:16:05.123794,sender_0176,receiver_0176,12.59,withdrawal,restaurant,Philadelphia,mobile,0
tx_000177,2026-01-23 11:33:22.123794,sender_0177,receiver_0177,54.46,transfer,online,Chicago,atm,0
tx_000178,2026-01-06 17:49:41.123794,sender_0178,receiver_0178,44.5,payment,retail,Houston,web,0
tx_000179,2026-01-02 02:35:42.123794,sender_0179,receiver_0179,267.89,payment,entertainment,San Antonio,mobile,0
tx_000180,2026-01-28 03:50:16.123794,sender_0180,receiver_0180,528.49,transfer,restaurant,NYC,mobile,0
tx_000181,2026-01-02 09:48:27.123794,sender_0181,receiver_0181,503.85,transfer,restaurant,San Antonio,mobile,0
tx_000182,2026-01-10 12:15:02.123794,sender_0182,receiver_0182,1.83,transfer,grocery,NYC,web,0
tx_000183,2026-01-19 09:00:55.123794,sender_0183,receiver_0183,13.43,withdrawal,grocery,Houston,mobile,0
tx_000184,2026-01-06 11:27:49.123794,sender_0184,receiver_0184,1.8,payment,online,San Antonio,mobile,0
tx_000185,2026-01-10 13:45:35.123794,sender_0185,receiver_0185,9.11,payment,grocery,NYC,web,0
tx_000186,2026-01-11 01:32:37.123794,sender_0186,receiver_0186,20.61,payment,restaurant,San Antonio,atm,0
tx_000187,2026-01-04 06:14:30.123794,sender_0187,receiver_0187,101.07,payment,grocery,NYC,mobile,0
tx_000188,2026-01-17 02:46:33.123794,sender_0188,receiver_0188,91.46926584952472,payment,online,San Antonio,web,1
tx_000189,2026-01-18 18:53:24.123794,sender_0189,receiver_0189,26.1,transfer,restaurant,Chicago,mobile,0
tx_000190,2026-01-04 18:32:05.123794,sender_0190,receiver_0190,71.71,transfer,grocery,Philadelphia,mobile,0
tx_000191,2026-01-29 14:29:25.123794,sender_0191,receiver_0191,4.2,transfer,gas,San Diego,mobile,0
tx_000192,2026-01-16 18:26:31.123794,sender_0192,receiver_0192,15.52,payment,online,Chicago,web,0
tx_000193,2026-01-03 17:02:58.123794,sender_0193,receiver_0193,25.65,transfer,online,LA,mobile,0
tx_000194,2026-01-19 17:28:38.123794,sender_0194,receiver_0194,40.3,payment,restaurant,San Diego,mobile,0
tx_000195,2026-01-11 08:14:40.123794,sender_0195,receiver_0195,61.28,transfer,retail,NYC,mobile,0
tx_000196,2026-01-27 09:06:38.123794,sender_0196,receiver_0196,518.52,deposit,grocery,Phoenix,pos,0
tx_000197,2026-01-16 12:15:32.123794,sender_0197,receiver_0197,213.26,transfer,grocery,San Diego,pos,0
tx_000198,2026-01-09 13:00:58.123794,sender_0198,receiver_0198,17.22,transfer,grocery,Philadelphia,mobile,0
tx_000199,2026-01-14 14:30:32.123794,sender_0199,receiver_0199,36.89,deposit,restaurant,NYC,mobile,0
tx_000200,2026-01-27 04:41:32.123794,sender_0200,receiver_0200,33.31,payment,online,NYC,pos,0
tx_000201,2026-01-18 04:46:55.123794,sender_0201,receiver_0201,25.25,deposit,grocery,LA,mobile,0
tx_000202,2026-01-21 19:18:02.123794,sender_0202,receiver_0202,82.17,transfer,online,Chicago,mobile,0
tx_000203,2026-01-31 06:17:00.123794,sender_0203,receiver_0203,3.35,transfer,restaurant,NYC,mobile,0
tx_000204,2026-01-30 04:33:13.123794,sender_0204,receiver_0204,204.6,payment,entertainment,San Antonio,pos,0
tx_000205,2026-01-25 00:15:52.123794,sender_0205,receiver_0205,692.51,withdrawal,online,Chicago,atm,0
tx_000206,2026-01-02 21:07:50.123794,sender_0206,receiver_0206,36.42,transfer,online,San Diego,mobile,0
tx_000207,2026-01-20 21:18:18.123794,sender_0207,receiver_0207,35.37,deposit,online,San Diego,mobile,0
tx_000208,2026-01-02 22:14:27.123794,sender_0208,receiver_0208,69.1,payment,entertainment,San Diego,pos,0
tx_000209,2026-01-23 19:47:00.123794,sender_0209,receiver_0209,251.91,withdrawal,entertainment,LA,mobile,0
tx_000210,2026-01-26 04:30:12.123794,sender_0210,receiver_0210,33.57,transfer,restaurant,Phoenix,web,0
tx_000211,2026-01-18 15:09:25.123794,sender_0211,receiver_0211,221.61,transfer,restaurant,LA,mobile,0
tx_000212,2026-01-17 21:41:33.123794,sender_0212,receiver_0212,113.61,deposit,restaurant,LA,atm,0
tx_000213,2026-01-24 00:29:36.123794,sender_0213,receiver_0213,6918.187974850137,deposit,restaurant,Phoenix,mobile,1
tx_000214,2026-01-20 20:30:55.123794,sender_0214,receiver_0214,33.35,payment,restaurant,San Diego,atm,0
tx_000215,2026-01-26 12:33:24.123794,sender_0215,receiver_0215,2.82,transfer,gas,NYC,mobile,0
tx_000216,2026-01-05 06:19:04.123794,sender_0216,receiver_0216,6.36,transfer,retail,LA,mobile,0
tx_000217,2026-01-27 05:28:08.123794,sender_0217,receiver_0217,55.58,payment,restaurant,LA,web,0
tx_000218,2026-01-12 04:37:50.123794,sender_0218,receiver_0218,255.14,transfer,retail,San Antonio,atm,0
tx_000219,2026-01-20 06:13:27.123794,sender_0219,receiver_0219,20.52,transfer,restaurant,San Diego,mobile,0
tx_000220,2026-01-03 07:14:32.123794,sender_0220,receiver_0220,38.61,transfer,online,NYC,mobile,0
tx_000221,2026-01-25 04:28:59.123794,sender_0221,receiver_0221,152.52,withdrawal,gas,Chicago,web,0
tx_000222,2026-01-28 09:52:56.123794,sender_0222,receiver_0222,12.83,transfer,online,San Diego,web,0
tx_000223,2026-01-06 07:18:05.123794,sender_0223,receiver_0223,21.83,payment,restaurant,LA,atm,0
tx_000224,2026-01-26 21:47:17.123794,sender_0224,receiver_0224,9.47,payment,restaurant,Philadelphia,mobile,0
tx_000225,2026-01-07 04:11:24.123794,sender_0225,receiver_0225,319.69,payment,retail,NYC,mobile,0
tx_000226,2026-01-02 01:28:04.123794,sender_0226,receiver_0226,1948.1446519707356,payment,grocery,Chicago,web,1
tx_000227,2026-01-10 06:19:23.123794,sender_0227,receiver_0227,5.11,transfer,restaurant,Houston,mobile,0
tx_000228,2026-01-11 22:05:10.123794,sender_0228,receiver_0228,44.11,payment,grocery,San Antonio,pos,0
tx_000229,2026-01-13 21:12:00.123794,sender_0229,receiver_0229,450.74,withdrawal,retail,LA,web,0
tx_000230,2026-01-11 05:03:25.123794,sender_0230,receiver_0230,99.29,payment,gas,LA,web,0
tx_000231,2026-01-05 23:44:54.123794,sender_0231,receiver_0231,26.21,deposit,online,LA,mobile,0
tx_000232,2026-01-23 03:28:35.123794,sender_0232,receiver_0232,5.37,withdrawal,grocery,Houston,mobile,0
tx_000233,2026-01-20 20:27:14.123794,sender_0233,receiver_0233,307.79,withdrawal,restaurant,San Diego,web,0
tx_000234,2026-01-25 02:39:42.123794,sender_0234,receiver_0234,93.76,transfer,retail,San Diego,mobile,0
tx_000235,2026-01-08 01:43:03.123794,sender_0235,receiver_0235,5.99,payment,grocery,NYC,pos,0
tx_000236,2026-01-03 08:41:47.123794,sender_0236,receiver_0236,325.33,payment,online,San Diego,mobile,0
tx_000237,2026-01-09 02:54:12.123794,sender_0237,receiver_0237,4.95,transfer,gas,NYC,mobile,0
tx_000238,2026-01-27 04:04:13.123794,sender_0238,receiver_0238,39.22,payment,restaurant,Chicago,mobile,0
tx_000239,2026-01-03 08:37:12.123794,sender_0239,receiver_0239,36.71,transfer,restaurant,San Antonio,web,0
tx_000240,2026-01-19 05:39:12.123794,sender_0240,receiver_0240,618.67,payment,online,NYC,mobile,0
tx_000241,2026-01-05 23:26:45.123794,sender_0241,receiver_0241,36.91,payment,online,NYC,mobile,0
tx_000242,2026-01-09 14:29:25.123794,sender_0242,receiver_0242,36.71,payment,online,LA,web,0
tx_000243,2026-01-18 00:33:56.123794,sender_0243,receiver_0243,7.07,deposit,gas,Philadelphia,mobile,0
